TILEID,SURVEY,PROGRAM,FAPRGRM,NEXP,EXPTIME_TOTAL,AIRMASS_MEAN,SEEING_ETC_MEAN,SEEING_GFA_MEAN,TRANSPARENCY_GFA_MEAN,SKY_MAG_AB_GFA_MEAN,SKY_MAG_G_SPEC_MEAN,SKY_MAG_R_SPEC_MEAN,SKY_MAG_Z_SPEC_MEAN,EBV_MEAN
20479,main,bright,bright,1,822.874817,1.093253,0.997189,0.991004,1.035479,19.314926,19.201676,19.367540,18.389085,0.034172
20480,main,bright,bright,1,856.621765,1.181600,0.974109,0.925714,1.084844,19.193059,19.090822,19.267821,18.449112,0.034719
20481,main,bright,bright,1,522.302063,1.090901,1.322004,1.183929,0.997802,20.613097,20.550042,20.641949,19.484710,0.024044
20482,main,bright,bright,1,592.144775,1.208880,1.082758,1.057358,0.996019,20.160618,20.502282,20.224874,18.930147,0.027343
20483,main,bright,bright,1,774.753235,1.130475,1.457352,1.537943,0.996584,20.512476,20.549203,20.520527,19.373477,0.023771
20484,main,bright,bright,1,328.939819,1.158232,0.960155,0.929391,1.069508,20.410989,21.232397,20.672773,19.428836,0.046939
20485,main,bright,bright,1,323.035858,1.173086,0.919993,0.789510,1.030636,20.544638,20.562361,20.535665,18.987872,0.031272
20486,main,bright,bright,2,1982.137054,1.127007,0.963935,1.031914,0.729439,19.289683,19.928395,19.302257,18.302641,0.027231
20487,main,bright,bright,1,1327.335571,1.076045,1.312945,1.485026,0.968855,19.880514,20.028954,19.896298,19.283754,0.042411
20488,main,bright,bright,1,582.026367,1.080138,0.755554,0.785164,0.991372,19.415433,19.189283,19.474368,19.070493,0.035637
20489,main,bright,bright,1,938.528625,1.087490,1.399090,1.528903,1.009289,20.217943,20.235739,20.241044,19.526469,0.025446
20490,main,bright,bright,2,1528.593475,1.041891,1.474850,1.353739,0.664482,21.008973,21.929735,21.065698,19.355135,0.024774
20491,main,bright,bright,2,1306.855865,1.077626,1.712624,1.772328,1.008517,20.309485,20.509613,20.366406,19.247061,0.021620
20492,main,bright,bright,1,821.747864,1.070587,1.927535,1.756920,0.947805,21.054719,21.942410,21.077513,19.320354,0.032337
20493,main,bright,bright,1,424.598572,1.026747,1.200253,1.279627,1.134087,20.866726,21.601295,20.948305,19.315519,0.018864
20494,main,bright,bright,1,1243.807861,1.017931,1.341408,1.465832,0.600240,20.982431,21.831545,21.025031,19.678943,0.013849
20496,main,bright,bright,1,526.083374,1.052713,1.580147,1.428288,0.971178,21.036955,21.590701,20.942468,19.031993,0.037402
20497,main,bright,bright,1,515.881897,1.091826,1.223393,1.252408,0.945614,20.798558,21.724668,20.965306,19.379608,0.041816
20498,main,bright,bright,1,624.194702,1.182370,1.696706,1.650649,1.031502,21.059876,21.862097,21.117430,19.201652,0.022532
20500,main,bright,bright,1,673.877258,1.253680,1.218213,1.105911,0.983820,20.063057,20.456366,20.181176,18.914458,0.042637
20501,main,bright,bright,1,846.696228,1.030510,0.826444,0.834720,0.797176,19.615238,20.041943,19.661304,18.969700,0.031797
20502,main,bright,bright,2,835.298523,1.310200,0.950184,0.935342,1.006358,19.626292,19.103573,19.614752,19.096360,0.106567
20503,main,bright,bright,1,1143.893311,1.246662,1.216588,1.181530,0.977848,19.621484,19.448854,19.609565,19.300146,0.047211
20504,main,bright,bright,1,614.885803,1.208524,1.024575,0.993616,1.009471,20.308458,20.068874,20.271372,19.276457,0.105259
20505,main,bright,bright,1,1599.516846,1.203060,0.888413,0.989066,0.818129,19.294990,19.415247,19.292805,18.862858,0.052816
20506,main,bright,bright,1,1189.357300,1.176833,1.164080,1.195452,0.978804,19.642459,19.496211,19.638331,19.278685,0.064336
20507,main,bright,bright,1,1204.707031,1.177701,1.461800,1.478310,0.944764,20.248512,20.278403,20.204508,19.175948,0.047522
20508,main,bright,bright,1,909.228088,1.199069,1.111469,1.028169,0.989693,19.613478,19.463637,19.607030,19.208702,0.045106
20510,main,bright,bright,1,1261.868286,1.366714,1.669560,1.389313,0.930975,19.949551,20.074222,20.040681,19.151238,0.058674
20511,main,bright,bright,1,1150.593140,1.271431,1.463750,1.566562,0.925781,20.108879,20.148416,20.078796,19.060357,0.069113
20512,main,bright,bright,1,1311.732910,1.489420,1.294686,1.278490,0.941969,19.893806,19.916357,19.876134,19.074019,0.056583
20515,main,bright,bright,1,951.857544,1.322546,1.382238,1.289293,0.960748,20.092035,20.087688,20.049393,19.078255,0.040861
20524,main,bright,bright,2,2163.894714,1.497614,1.083455,0.992140,1.096705,18.384911,18.100831,18.422858,18.408989,0.032374
20525,main,bright,bright,2,2239.687866,1.361395,1.057051,1.051755,1.066512,18.436171,18.156763,18.489616,18.539669,0.031673
20526,main,bright,bright,1,801.110352,1.413817,1.644814,1.322971,1.089274,20.246178,20.997718,20.278183,18.763322,0.071247
20527,main,bright,bright,1,464.477020,1.363866,1.014642,1.063173,1.237553,20.428525,21.542853,20.498521,18.719303,0.044694
20528,main,bright,bright,1,940.542114,1.271223,0.997667,0.984583,1.020232,19.241408,19.079611,19.299644,18.848565,0.041771
20530,main,bright,bright,1,929.422241,1.257405,1.450468,1.616045,1.103650,20.515525,21.791252,20.595026,18.646336,0.040917
20531,main,bright,bright,1,1192.552612,1.307008,0.956978,1.103302,1.030996,18.935600,18.777315,18.969827,18.621423,0.030276
20532,main,bright,bright,1,1556.621948,1.361841,0.961205,1.033257,0.975356,18.942542,18.982832,18.994769,18.938734,0.027698
20533,main,bright,bright,1,328.691986,1.255099,0.964131,0.996622,1.074514,21.222734,21.911694,21.204569,19.675737,0.042055
20535,main,bright,bright,1,510.247925,1.228141,1.044902,1.016778,0.851749,20.919765,21.840228,20.912516,19.360486,0.045843
20536,main,bright,bright,1,919.461182,1.195265,1.020456,1.038365,0.559724,21.003445,21.931277,21.123290,19.851146,0.062369
20537,main,bright,bright,1,453.716797,1.221224,1.006053,1.102672,0.937915,20.901323,21.890423,20.952989,19.352537,0.043602
20538,main,bright,bright,1,316.621582,1.263607,1.000251,0.959831,1.077390,21.209359,21.896266,21.211017,19.682131,0.053056
20539,main,bright,bright,1,378.604767,1.198378,1.370410,1.083489,0.934022,21.138912,22.001858,21.157102,19.445058,0.037355
20540,main,bright,bright,1,272.947906,1.271130,0.899582,0.878810,1.052426,21.218214,21.983302,21.308338,20.009152,0.036238
20541,main,bright,bright,1,996.286377,1.203892,1.603515,1.400629,0.993638,19.218087,18.944943,19.259450,18.906711,0.051381
20542,main,bright,bright,2,2550.761353,1.434259,1.200453,1.285116,1.066623,18.851209,18.713558,18.909788,18.375932,0.028398
20543,main,bright,bright,1,667.416321,1.363336,1.087480,1.057907,0.836221,20.449623,21.656605,20.650509,18.923954,0.029971
20544,main,bright,bright,1,974.844727,1.273857,1.057968,0.993190,1.025544,19.235779,19.056834,19.273804,19.173042,0.027686
20545,main,bright,bright,2,1878.673767,1.572978,1.097507,1.094112,1.041974,18.870593,18.830899,18.999343,18.812439,0.035457
20546,main,bright,bright,1,636.299072,1.218068,1.139120,1.000034,1.079240,19.746268,19.682284,19.769617,19.086724,0.036965
20547,main,bright,bright,1,871.533081,1.217037,1.788649,1.707205,1.010653,20.600103,21.742126,20.689471,18.663772,0.035181
20548,main,bright,bright,2,1023.342804,1.185156,0.859744,0.852090,0.798404,20.083674,19.926548,20.008885,19.001826,0.093264
20549,main,bright,bright,1,825.796570,1.446113,1.613923,1.538717,1.058838,20.429025,21.800688,20.525576,18.482285,0.026648
20558,main,bright,bright,1,1356.581299,1.268179,1.627174,1.470592,1.143673,20.219588,20.257140,20.238647,18.861371,0.127057
20559,main,bright,bright,1,682.372620,1.119915,0.732086,0.814197,0.788838,20.502370,21.571454,20.541314,18.525824,0.139352
20560,main,bright,bright,1,1383.241089,1.351223,1.359788,1.380729,1.087681,19.445460,19.226372,19.499687,18.895837,0.083179
20561,main,bright,bright,1,1140.263672,1.104874,1.719643,1.481830,1.052556,20.835554,21.648285,20.841039,19.461693,0.261286
20562,main,bright,bright,1,1275.614380,1.053181,1.492302,1.691127,1.020583,20.369785,21.011305,20.444857,19.161411,0.115106
20563,main,bright,bright,1,561.281616,1.189197,0.964298,1.059330,0.991631,20.635893,21.755254,20.726989,19.000419,0.113966
20564,main,bright,bright,1,1703.670410,1.471495,1.512067,1.364680,1.144836,20.024573,19.982578,20.035346,18.773800,0.156424
20565,main,bright,bright,1,1229.955933,1.026369,1.141887,1.072235,1.010187,19.565665,19.525393,19.637446,19.258393,0.120303
20572,main,bright,bright,1,495.483002,1.297559,1.216394,1.200475,1.000284,20.640342,21.041642,20.670443,19.143550,0.032117
20573,main,bright,bright,1,569.665100,1.306962,1.213084,1.164086,1.042843,20.252091,20.578605,20.321837,18.952665,0.038445
20574,main,bright,bright,1,649.281189,1.295256,1.335421,1.331154,0.988288,20.566378,20.986568,20.614347,19.080957,0.024546
20575,main,bright,bright,1,537.143616,1.247649,1.346235,1.281114,1.030738,20.593704,21.037950,20.663426,19.148841,0.024506
20576,main,bright,bright,1,663.266296,1.250054,1.394921,1.312098,0.999848,20.439054,20.764362,20.516477,19.102715,0.047286
20577,main,bright,bright,1,1040.994995,1.205547,0.998165,1.026105,0.923685,19.232763,19.367525,19.281230,18.670419,0.034399
20578,main,bright,bright,2,2195.180786,1.276170,2.094765,2.361346,0.889243,20.986262,21.859952,21.045739,19.352082,0.036626
20579,main,bright,bright,1,656.932007,1.231688,1.013638,1.011809,1.027812,19.672258,19.946697,19.714821,18.902280,0.037805
20580,main,bright,bright,1,572.709290,1.194859,1.443183,1.307907,1.023884,20.339883,20.433583,20.402891,19.204117,0.028158
20581,main,bright,bright,1,938.183228,1.265326,1.555893,1.394477,1.010359,20.057471,20.324884,20.147119,18.988801,0.026263
20582,main,bright,bright,1,713.278564,1.257549,1.675446,1.318369,1.026461,20.247114,20.572622,20.313003,18.945999,0.033890
20583,main,bright,bright,1,1244.351196,1.208324,1.070497,1.043580,0.963059,19.103008,19.266380,19.154043,18.593468,0.024673
20584,main,bright,bright,1,613.621765,1.260446,1.448511,1.398960,1.067351,20.634081,20.780119,20.732303,19.581277,0.038521
20585,main,bright,bright,1,523.428223,1.315898,1.187100,1.018457,1.024496,20.281625,20.621108,20.348945,18.915709,0.039430
20586,main,bright,bright,1,495.554840,1.326136,1.118296,1.076751,1.040398,20.324033,20.654523,20.387656,18.948202,0.041404
20587,main,bright,bright,1,388.995270,1.265447,0.948107,1.001970,1.015415,20.729426,21.149699,20.759500,19.158193,0.046141
20588,main,bright,bright,2,1409.108429,1.278512,1.723483,1.556201,1.011487,20.113633,20.260746,20.183244,19.146245,0.032888
20589,main,bright,bright,1,534.449829,1.217133,1.518937,1.440709,1.038548,21.040141,21.809028,21.165531,19.688889,0.036051
20590,main,bright,bright,1,892.469727,1.218903,1.525010,1.891687,1.006164,21.033427,21.871269,21.103439,19.118450,0.027363
20591,main,bright,bright,1,846.721008,1.198791,1.392121,1.213059,0.684014,20.760907,21.747670,20.825305,18.988476,0.021855
20592,main,bright,bright,1,609.010132,1.224595,1.506666,1.541946,1.051754,21.153602,22.057922,21.273810,19.706040,0.034955
20593,main,bright,bright,1,1214.126953,1.078073,0.755781,0.717159,1.000800,18.452325,18.221878,18.493673,18.619797,0.012817
20594,main,bright,bright,1,417.185974,1.090478,0.804199,0.717268,1.038406,19.882803,19.744198,19.868808,18.512226,0.013768
20595,main,bright,bright,1,808.338745,1.099780,1.012809,1.064059,1.080929,19.453380,19.269897,19.485542,19.001599,0.011561
20596,main,bright,bright,1,1149.711182,1.164332,1.108391,1.138644,1.008313,19.136378,19.124877,19.221315,18.675264,0.012439
20597,main,bright,bright,1,497.429291,1.069834,1.033427,0.954341,0.994081,20.138077,20.264464,20.142427,19.108413,0.023673
20598,main,bright,bright,1,1175.139160,1.085448,0.737789,0.714143,0.989603,18.458399,18.228572,18.498620,18.590042,0.015640
20599,main,bright,bright,1,997.941162,1.058709,1.589253,1.538246,1.032168,20.016798,19.922345,20.056420,19.122204,0.020829
20600,main,bright,bright,1,728.524231,1.084952,1.081646,0.961175,1.087006,19.426307,19.253499,19.460932,18.954455,0.017603
20601,main,bright,bright,1,420.891418,1.111267,1.043604,0.846847,1.079963,20.027925,20.092216,20.042396,18.896615,0.011358
20602,main,bright,bright,1,865.745239,1.184111,0.883190,0.870833,0.978012,19.025554,18.993226,19.210956,19.166684,0.014397
20603,main,bright,bright,2,862.696808,1.106537,0.889346,0.865511,1.043090,19.404368,19.570866,19.405019,18.609717,0.009595
20604,main,bright,bright,1,906.082153,1.407108,0.923402,0.964492,0.962268,19.123141,19.490349,19.294162,18.531949,0.008270
20605,main,bright,bright,1,1318.860962,1.129424,0.895351,1.079970,1.073077,18.877190,18.808059,19.057362,18.983347,0.006364
20606,main,bright,bright,1,1048.418213,1.137630,1.134894,0.928862,0.707489,18.955004,19.822778,19.537760,18.824769,0.008664
20607,main,bright,bright,1,1410.152588,1.069737,0.758993,0.802404,1.097494,18.424307,18.205021,18.462409,18.552121,0.023990
20610,main,bright,bright,1,1272.633911,1.032847,0.951135,0.850047,0.986356,18.581380,18.299926,18.624928,18.810134,0.016532
20614,main,bright,bright,1,446.445374,1.008913,1.208847,1.057845,1.078536,20.318357,20.500861,20.370485,18.926667,0.020200
20615,main,bright,bright,1,764.742432,1.011469,1.426083,1.770641,0.980947,21.175681,22.181247,21.225565,19.166448,0.021474
20616,main,bright,bright,1,376.591980,1.082978,0.928942,0.876357,1.062351,20.296078,20.347675,20.307848,19.310301,0.011140
20617,main,bright,bright,1,1031.919556,1.077486,0.817957,0.780195,0.848678,19.227287,19.493446,19.261088,18.754302,0.011967
20618,main,bright,bright,1,412.968719,1.095396,0.807718,0.799050,1.115448,19.975564,19.894613,20.018570,19.240382,0.010782
20619,main,bright,bright,1,789.710632,1.124535,0.836409,0.876434,0.976166,19.163821,19.151356,19.221184,18.660741,0.014162
20620,main,bright,bright,1,468.516022,1.048658,0.774440,1.219755,0.916136,21.169478,22.070092,21.247331,19.455162,0.017772
20622,main,bright,bright,1,946.190674,1.012365,0.935223,0.874951,1.048205,19.012782,18.975094,19.083400,18.836139,0.012384
20623,main,bright,bright,1,831.770386,1.069870,1.292729,1.353152,1.044898,20.030708,19.921965,20.045879,19.091046,0.015945
20624,main,bright,bright,1,946.013550,1.071117,1.013212,1.146888,1.066730,19.444296,19.269835,19.469518,18.881384,0.014412
20625,main,bright,bright,1,824.723511,1.033345,1.661925,1.740000,1.042480,20.954086,21.825674,20.994393,19.052362,0.016841
20626,main,bright,bright,1,852.980164,1.028895,1.060070,,,,18.307841,18.627085,18.770383,0.017431
20628,main,bright,bright,1,952.989319,1.053793,1.768629,1.692119,0.975150,20.692417,21.036538,20.701974,19.107309,0.011801
20629,main,bright,bright,1,1333.683350,1.080154,1.354697,1.939600,0.940174,20.593887,20.839599,20.624755,19.123507,0.016227
20630,main,bright,bright,2,1447.250671,1.068094,1.060012,1.105398,0.736375,19.491910,19.831762,19.522278,18.626072,0.011338
20631,main,bright,bright,1,547.260010,1.055576,1.141492,1.042051,0.963531,20.134480,20.277421,20.164828,19.112628,0.016384
20632,main,bright,bright,1,726.161743,1.159268,1.232370,1.166259,1.045763,19.747587,19.693022,19.792075,19.026223,0.014186
20633,main,bright,bright,1,719.464539,1.170337,0.886846,1.056400,1.078299,19.565758,19.401531,19.625844,19.338374,0.007932
20634,main,bright,bright,1,955.025879,1.204517,1.442155,1.111683,0.904593,19.642939,19.860368,19.771127,19.028065,0.040629
20635,main,bright,bright,1,773.210327,1.148372,1.059600,0.942156,1.034145,19.200129,18.964074,19.249024,18.902813,0.018039
20636,main,bright,bright,1,567.567444,1.155612,0.998027,1.178855,1.085247,20.114103,20.281259,20.181150,19.007568,0.012141
20637,main,bright,bright,1,898.794556,1.074430,0.972501,1.070219,1.035835,19.240038,19.112961,19.293007,18.989660,0.007805
20638,main,bright,bright,1,1082.175049,1.093286,1.029156,0.998098,1.007067,19.082980,18.909584,19.118680,18.845933,0.012027
20639,main,bright,bright,1,1131.562012,1.171006,0.911411,0.841256,0.930018,18.810426,18.851574,18.880073,18.422474,0.010839
20640,main,bright,bright,1,855.152344,1.149963,1.032222,0.995705,1.055802,19.351265,19.288872,19.420176,18.829225,0.010874
20641,main,bright,bright,1,696.361206,1.176035,1.264767,1.267217,1.051247,20.185208,20.357082,20.260784,19.206733,0.016988
20642,main,bright,bright,1,981.435425,1.268784,0.775459,0.811219,0.986941,18.881376,18.876225,18.980651,18.524145,0.016699
20643,main,bright,bright,1,942.714478,1.295405,1.035287,0.971651,1.017406,19.037488,19.160250,19.265920,18.830474,0.016816
20644,main,bright,bright,1,1181.665894,1.206474,0.793238,0.776137,0.922024,18.693802,18.772927,18.774646,18.383052,0.010873
20645,main,bright,bright,1,794.804260,1.155536,1.125323,1.108502,1.045304,19.706725,19.522950,19.744555,19.263439,0.017613
20646,main,bright,bright,1,696.768188,1.098648,1.526432,1.405719,1.068367,20.361261,20.504491,20.409739,19.252903,0.019163
20647,main,bright,bright,1,638.674866,1.169962,1.039772,1.011577,0.994131,19.829892,19.982889,19.910772,19.250959,0.010429
20648,main,bright,bright,1,892.611145,1.089532,1.098639,1.130800,1.009765,19.444696,19.275031,19.471620,18.834674,0.018066
20649,main,bright,bright,1,1182.963623,1.055839,1.839011,1.862493,1.016426,20.077558,19.926288,20.072704,19.259088,0.013885
20650,main,bright,bright,1,583.369690,1.129197,0.898924,0.980181,1.023337,19.732699,19.773472,19.797649,18.896796,0.030769
20651,main,bright,bright,1,964.912415,1.083316,1.696529,1.515339,1.046074,20.265129,20.370049,20.296889,19.075765,0.011114
20652,main,bright,bright,1,891.694214,1.055954,1.078559,0.861611,1.034173,19.068752,18.884616,19.094311,18.889163,0.008965
20654,main,bright,bright,1,558.084351,1.007513,1.449302,1.610636,1.157085,21.004918,21.847874,21.076850,19.019385,0.013953
20655,main,bright,bright,1,685.820007,1.071536,1.755708,1.186642,1.110190,19.824512,19.790451,19.885229,19.217888,0.009723
20656,main,bright,bright,1,616.408569,1.096985,1.114134,1.010039,1.016210,19.936379,19.845797,19.980706,19.240347,0.010273
20659,main,bright,bright,1,866.358643,1.261128,0.979927,1.006523,1.025710,19.304454,19.252896,19.382693,18.794630,0.017213
20660,main,bright,bright,1,1514.185791,1.055401,1.649572,1.754503,1.020083,20.051869,19.914583,20.055826,19.218054,0.017236
20662,main,bright,bright,1,421.711792,1.328169,0.876372,0.782865,1.209222,19.894549,19.931509,19.941322,19.235484,0.025651
20663,main,bright,bright,1,851.915466,1.218504,1.781885,1.786563,1.083092,20.648183,21.312074,20.744776,19.151015,0.024829
20664,main,bright,bright,1,711.210999,1.285807,1.527169,1.603868,1.031974,20.693344,21.212024,20.816234,19.739077,0.022053
20665,main,bright,bright,1,695.201965,1.366549,0.964656,1.017656,1.099223,19.600693,19.852438,19.638976,19.079073,0.027526
20666,main,bright,bright,1,835.153748,1.228455,1.892202,1.842645,1.044498,20.926368,21.876704,20.990386,19.188299,0.028906
20667,main,bright,bright,2,1796.220276,1.366961,1.940890,2.395336,0.982549,21.189750,21.891653,21.205833,19.539343,0.029912
20668,main,bright,bright,1,818.109985,1.232556,0.939864,0.931861,1.210065,19.172658,18.909223,19.230653,18.938619,0.035443
20669,main,bright,bright,1,935.120544,1.217475,0.854550,0.967134,1.063120,19.219448,18.953994,19.274582,18.943125,0.029654
20670,main,bright,bright,1,664.252136,1.238726,0.980306,0.927995,1.068023,19.564866,19.389275,19.644835,19.117756,0.026231
20671,main,bright,bright,1,824.511230,1.338541,0.957901,0.932703,1.148313,19.243643,19.218806,19.276741,19.014230,0.021442
20672,main,bright,bright,1,713.673523,1.365882,0.990712,1.045086,1.225356,19.630907,19.383366,19.679365,19.087362,0.024915
20673,main,bright,bright,1,861.677124,1.458155,1.116565,1.137296,1.122253,19.558235,19.291951,19.603420,19.040862,0.021052
20675,main,bright,bright,1,685.391907,1.244975,0.941605,0.806092,1.045320,19.123460,18.863564,19.181338,18.925808,0.030228
20676,main,bright,bright,1,1135.151245,1.267309,0.880778,0.939421,1.050535,19.115266,19.122256,19.190495,18.577269,0.064671
20677,main,bright,bright,1,773.438965,1.257896,1.212962,1.213633,0.788409,20.951321,21.994557,20.964629,19.200077,0.051848
20678,main,bright,bright,1,1467.429321,1.243506,2.029025,2.140379,1.009014,20.942666,21.935531,20.995991,19.059038,0.065006
20679,main,bright,bright,1,1116.804565,1.156242,1.116674,1.003065,1.046727,19.337392,19.229432,19.386348,18.959071,0.084224
20680,main,bright,bright,1,927.480835,1.230448,1.102128,0.968959,1.028844,19.450712,19.400691,19.516852,18.858768,0.066373
20681,main,bright,bright,1,1443.927124,1.603618,0.880102,0.866684,1.030374,19.061524,18.966939,19.145353,18.803750,0.093121
20682,main,bright,bright,1,805.813416,1.344408,1.157098,1.232676,1.083722,20.073786,20.148199,20.142508,19.336179,0.096161
20683,main,bright,bright,1,837.448181,1.394322,1.087591,1.118402,1.041924,19.599883,19.331055,19.644528,19.084740,0.029119
20684,main,bright,bright,1,1316.916748,1.530751,1.054839,1.243592,1.087927,19.349649,19.170801,19.369452,18.895780,0.024884
20686,main,bright,bright,3,3227.089844,1.497787,1.269148,1.245037,1.026421,18.263866,18.280129,18.422138,18.255664,0.016455
20687,main,bright,bright,1,966.420349,1.221049,0.968857,0.876197,1.106469,19.086780,18.843155,19.156587,18.912653,0.045438
20688,main,bright,bright,1,450.486053,1.224557,1.052471,1.042274,1.088568,21.158962,21.933983,21.162719,19.557449,0.079747
20689,main,bright,bright,2,1465.098511,1.163060,1.505775,1.505738,0.642291,21.103002,21.986539,21.129853,19.586298,0.026716
20690,main,bright,bright,1,1299.766357,1.207946,1.814261,1.907267,1.005117,20.890525,21.845790,20.871520,19.188689,0.069178
20691,main,bright,bright,1,1860.038086,1.402223,0.961885,0.929153,0.905329,18.887796,19.124061,18.881685,18.386313,0.061304
20692,main,bright,bright,1,454.721680,1.290765,0.898207,1.012442,0.873477,20.897761,21.927643,20.937721,19.100760,0.072926
20693,main,bright,bright,2,1785.068848,1.391886,1.306565,1.281145,1.105163,18.996507,19.245928,19.235498,18.425800,0.036877
20694,main,bright,bright,1,1039.993164,1.407919,1.191875,1.182889,1.044274,19.462745,19.616361,19.666097,18.987791,0.035985
20697,main,bright,bright,1,397.413879,1.605855,0.947999,0.918648,1.179222,20.392180,20.642502,20.452961,19.225249,0.027748
20698,main,bright,bright,2,805.247986,1.265535,1.303953,1.297062,1.105118,19.772864,19.664627,19.792454,18.925086,0.023934
20699,main,bright,bright,2,1237.863464,1.322789,1.616323,1.697877,0.960841,20.892313,21.852951,20.989445,19.366053,0.025692
20700,main,bright,bright,1,792.698853,1.217112,0.895317,0.988770,1.086507,19.609521,19.435532,19.669666,19.064703,0.032013
20701,main,bright,bright,1,810.628296,1.207105,1.046899,0.923804,1.115131,19.250663,18.992988,19.308537,18.937853,0.027114
20702,main,bright,bright,1,642.919983,1.204657,0.910869,0.902548,1.055363,19.604833,19.401749,19.669657,19.238396,0.029063
20703,main,bright,bright,1,577.278748,1.185235,1.010266,0.946960,1.092189,20.041507,20.236383,20.068321,18.737004,0.074838
20704,main,bright,bright,1,1449.604614,1.144437,1.868993,1.882036,0.990220,20.337671,20.921750,20.535771,19.148617,0.050239
20705,main,bright,bright,1,750.384766,1.127278,1.029188,0.979560,0.600559,21.022719,21.994241,21.055165,19.513130,0.057648
20706,main,bright,bright,1,744.442810,1.210818,0.926634,0.951353,1.072906,19.551564,19.363117,19.618850,19.281480,0.034296
20707,main,bright,bright,1,838.671021,1.196127,0.804224,0.967098,1.122948,19.271462,19.033856,19.344440,18.945412,0.027562
20708,main,bright,bright,2,2256.503113,1.146585,2.549819,2.482942,1.000159,20.585693,21.787050,20.868799,19.166184,0.029108
20709,main,bright,bright,1,543.223328,1.219804,0.876407,0.879476,1.016349,19.714942,19.681150,19.753683,19.150641,0.033717
20710,main,bright,bright,2,1664.122559,1.314485,0.937683,0.955318,0.956083,18.575966,18.577534,18.620062,18.135663,0.022687
20711,main,bright,bright,3,1641.269531,1.239113,2.193635,1.818361,1.036091,20.261859,20.986056,20.296702,19.141286,0.049506
20712,main,bright,bright,1,844.802979,1.108103,0.816769,0.925283,0.580105,21.059255,21.965572,21.067935,19.589339,0.085325
20713,main,bright,bright,2,2314.511841,1.115650,2.137707,2.455646,0.977172,21.039434,21.943163,21.062790,19.232169,0.066113
20714,main,bright,bright,2,1258.700928,1.257326,0.891357,0.967643,0.965112,19.188548,19.155061,19.238642,18.948431,0.045591
20715,main,bright,bright,2,2004.222229,1.237738,1.900947,2.205164,1.007505,20.863954,21.817555,20.844964,19.218911,0.133777
20716,main,bright,bright,1,884.556274,1.096498,1.173166,0.945214,0.996762,19.791955,19.932913,19.807508,18.898907,0.121576
20717,main,bright,bright,2,1871.256775,1.164432,1.466409,1.659624,0.817309,20.686408,21.581139,20.799413,19.444480,0.133521
20718,main,bright,bright,2,1320.349350,1.089028,1.136175,1.072830,0.725427,20.405503,21.276010,20.454942,19.227883,0.095392
20719,main,bright,bright,1,1139.828735,1.053878,1.614268,1.719348,1.051222,20.633208,20.870695,20.635977,19.620847,0.171846
20721,main,bright,bright,2,1849.674072,1.339292,0.938594,0.898315,1.009282,18.360547,18.124066,18.397576,18.544679,0.039204
20722,main,bright,bright,1,1149.622192,1.211986,2.122040,1.883285,1.073779,20.610951,21.260190,20.699356,19.324321,0.022723
20723,main,bright,bright,1,847.088135,1.165020,1.431190,1.419547,0.997968,20.434302,21.228527,20.496303,18.982599,0.068677
20725,main,bright,bright,1,533.089905,1.023275,0.804945,0.858689,0.977829,19.658203,19.468830,19.684586,19.170457,0.010732
20726,main,bright,bright,1,1413.170044,1.017482,1.286845,1.380592,0.898065,19.482254,19.418737,19.506618,19.008408,0.009700
20727,main,bright,bright,1,531.383606,1.022720,1.373733,1.577613,0.978467,21.308750,22.244626,21.359371,19.365785,0.019775
20728,main,bright,bright,2,1856.620544,1.012462,0.930171,0.924830,0.915417,18.553851,18.669862,18.583906,18.716500,0.011909
20729,main,bright,bright,1,1033.030762,1.020646,1.321340,1.604552,0.928967,20.407111,20.447621,20.400402,19.125622,0.008649
20730,main,bright,bright,1,446.926819,1.030293,0.797220,0.856281,0.970064,19.948498,19.785205,19.969192,19.462055,0.014393
20731,main,bright,bright,1,557.653992,1.042733,0.889643,1.119185,0.924259,20.409382,20.443821,20.462502,19.543725,0.008359
20732,main,bright,bright,1,1535.120850,1.041183,0.944200,0.879299,0.908902,18.666844,18.773783,18.696253,18.821831,0.014586
20733,main,bright,bright,1,1450.211670,1.029637,1.075741,1.171996,0.943435,19.275367,19.451657,19.311212,18.963266,0.021887
20734,main,bright,bright,1,976.928528,1.015381,0.962688,0.953907,1.007241,19.294815,19.332184,19.318175,18.896332,0.027200
20735,main,bright,bright,1,714.355713,1.007873,1.177658,1.392300,0.935761,20.511693,20.568443,20.501709,19.203831,0.012545
20736,main,bright,bright,1,989.980347,1.004439,0.928550,0.988059,0.977900,19.254868,19.284995,19.284624,18.912423,0.025294
20737,main,bright,bright,1,1055.101562,1.002284,0.898022,0.948801,0.958183,19.084852,19.079714,19.144701,19.167635,0.017164
20738,main,bright,bright,1,916.993530,1.000742,1.069990,1.036397,1.051708,19.312003,19.157764,19.361115,18.836347,0.032874
20739,main,bright,bright,1,347.332428,1.052549,1.023345,0.845186,1.110689,20.227832,20.406207,20.184622,18.939713,0.016683
20740,main,bright,bright,1,351.257782,1.169307,0.988153,0.949824,1.016388,21.019210,21.915130,21.160846,19.698723,0.019994
20741,main,bright,bright,1,409.586975,1.054570,0.962593,0.815136,0.963698,20.196233,20.176448,20.258413,19.560616,0.023462
20742,main,bright,bright,1,1371.909546,1.068638,1.424696,1.402566,0.929317,19.825880,19.739824,19.858944,19.172565,0.021422
